# Basic Thermal Model Data - Linear Conductances
# ARRAKIHS_ACASE2_reduced          10 June       2026
# pycanha reduced model
#
# GL
0,3.0985483,0,0,0,0,0,0,0
3.0985483,0,2.4797466,0,0,0,0,0,0
0,2.4797466,0,2.3284809,0,0,0,0,0
0,0,2.3284809,0,2.2277083,0,0,0,0
0,0,0,2.2277083,0,5.0074181,0,0,0
0,0,0,0,5.0074181,0,3.0533458,0,0
0,0,0,0,0,3.0533458,0,3.0578055,0
0,0,0,0,0,0,3.0578055,0,0
0,0,0,0,0,0,0,0,0
